,carat,cut,color,clarity,depth,table,x,z,price
16025,0.34,2,4,4,62.7,57.0,4.48,2.81,765.0
16026,0.3,3,1,7,62.4,57.0,4.28,2.65,759.0
16027,0.7,3,2,2,61.7,61.0,5.7,3.51,2348.0
16028,1.01,1,2,5,63.1,59.0,6.31,4.0,5817.0
16029,0.42,2,1,2,61.8,55.0,4.78,3.01,898.0
16030,0.34,2,5,4,62.0,56.0,4.5,2.8,555.0
16031,0.51,3,1,2,58.2,61.0,5.27,3.05,1340.0
16032,0.55,4,2,6,61.5,55.1,5.26,3.24,2451.0
16033,0.7,3,2,2,61.9,62.0,5.69,3.51,2107.0
16034,0.28,2,1,6,62.4,56.0,4.23,2.61,828.0
16035,0.4,4,4,2,62.9,56.0,4.65,2.94,666.0
16036,1.17,2,3,5,62.2,57.0,6.75,4.19,6321.0
16037,0.73,4,2,6,60.6,56.0,5.79,3.52,3720.0
16038,0.49,3,3,3,59.4,60.0,5.17,3.06,1084.0
16039,1.2,0,3,0,64.4,55.0,6.77,4.31,2655.0
16040,0.62,3,2,1,61.1,59.0,5.54,3.37,1579.0
16041,1.01,1,5,3,64.1,58.0,6.3,4.01,3411.0
16042,0.33,2,4,5,61.7,55.0,4.48,2.73,551.0
16043,1.09,2,4,2,62.3,55.0,6.58,4.11,5238.0
16044,1.54,2,3,2,61.3,59.0,7.38,4.53,12417.0
16045,1.25,2,1,3,61.7,58.0,6.86,4.28,7289.0
16046,0.85,3,2,7,60.7,60.0,6.13,3.74,4451.0
16047,0.31,3,5,7,62.1,58.0,4.3,2.71,544.0
16048,0.31,3,3,2,61.8,60.0,4.32,2.67,462.0
16049,0.54,2,2,7,61.9,56.0,5.2,3.23,2168.0
16050,1.12,3,3,4,61.8,59.0,6.65,4.14,7761.0
16051,0.56,2,0,4,61.1,56.0,5.35,3.25,2741.0
16052,0.57,3,0,2,60.2,60.0,5.35,3.22,1847.0
16053,0.32,2,1,6,61.9,55.0,4.38,2.72,954.0
16054,1.0,4,2,3,62.6,58.0,6.31,3.99,4081.0
16055,0.33,4,0,6,62.1,58.0,4.39,2.75,920.0
16056,0.52,2,2,7,62.3,55.0,5.12,3.2,1911.0
16057,1.14,2,3,4,61.8,55.0,6.71,4.16,8624.0
16058,1.19,3,6,2,63.0,54.0,6.68,4.27,4498.0
16059,0.31,3,2,3,61.6,59.0,4.47,2.63,802.0
16060,1.01,2,2,5,60.8,58.0,6.42,3.91,6058.0
16061,1.11,3,2,7,62.7,59.0,6.58,4.14,10530.0
16062,0.34,2,3,7,61.9,57.0,4.48,2.76,995.0
16063,0.21,3,1,5,61.9,56.0,3.84,2.37,394.0
16064,0.33,2,4,6,61.8,54.0,4.47,2.77,838.0
16065,0.35,2,2,5,61.5,57.0,4.56,2.79,906.0
16066,1.01,1,0,3,63.6,56.0,6.38,4.04,4805.0
16067,0.34,2,3,1,62.2,56.0,4.45,2.77,984.0
16068,0.2,3,0,5,61.7,60.0,3.77,2.31,367.0
16069,1.51,2,4,2,61.3,56.0,7.44,4.55,9833.0
16070,0.3,4,6,4,62.4,58.0,4.26,2.67,394.0
16071,1.01,1,6,2,64.2,55.0,6.34,4.01,4133.0
16072,0.31,2,0,5,62.2,55.0,4.34,2.69,842.0
16073,0.4,2,3,5,62.6,54.0,4.73,2.97,573.0
16074,0.76,3,6,4,61.1,58.0,5.85,3.59,2148.0
16075,0.41,2,0,6,61.5,55.0,4.78,2.95,1354.0
16076,1.2,3,4,2,62.1,58.0,6.77,4.2,6129.0
16077,1.1,2,4,7,62.0,56.0,6.59,4.1,7267.0
16078,0.4,4,1,3,61.4,57.0,4.68,2.89,666.0
16079,1.1,4,5,3,62.8,57.0,6.56,4.14,4083.0
16080,0.51,2,3,1,61.3,56.0,5.15,3.16,2163.0
16081,1.24,3,4,4,62.2,58.0,6.83,4.27,7092.0
16082,0.7,2,2,3,60.8,56.0,5.71,3.51,2183.0
16083,0.7,0,2,0,66.5,55.0,5.52,3.67,992.0
16084,0.41,3,1,6,61.3,58.0,4.73,2.93,969.0
16085,2.0,1,5,3,64.2,52.0,7.91,5.07,11400.0
16086,0.57,2,2,7,60.2,57.0,5.38,3.25,2321.0
16087,0.9,3,3,2,61.9,61.0,6.13,3.77,3175.0
16088,1.01,3,5,3,60.5,61.0,6.47,3.9,3761.0
16089,1.0,1,1,7,63.5,55.0,6.31,4.02,9411.0
16090,0.3,3,0,3,61.8,60.0,4.32,2.66,574.0
16091,0.41,2,2,4,62.7,55.0,4.74,2.98,742.0
16092,0.7,2,1,7,62.3,53.7,5.67,3.55,3990.0
16093,0.74,2,6,7,61.7,55.0,5.83,3.61,2106.0
16094,0.32,2,3,5,61.3,57.0,4.37,2.69,477.0
16095,0.3,3,3,4,62.2,59.0,4.31,2.64,776.0
16096,0.32,2,1,5,62.0,57.0,4.41,2.72,900.0
16097,0.53,2,1,2,61.1,55.0,5.24,3.21,1245.0
16098,0.56,3,2,4,58.2,62.0,5.41,3.14,1441.0
16099,0.54,2,0,2,60.3,57.0,5.36,3.19,1777.0
16100,0.65,2,3,6,61.9,56.0,5.46,3.45,3248.0
16101,2.14,3,3,3,60.4,59.0,8.38,5.04,17673.0
16102,3.01,3,3,3,60.1,58.0,9.36,5.62,14220.0
16103,0.5,2,3,7,62.4,56.0,5.13,3.17,1415.0
16104,1.5,4,6,7,62.2,57.0,7.25,4.53,9306.0
16105,0.31,4,2,6,59.4,57.0,4.39,2.62,779.0
16106,1.38,4,4,2,63.2,56.0,7.08,4.46,6586.0
16107,1.02,2,3,5,61.6,53.0,6.53,4.0,6728.0
16108,1.5,2,4,4,62.4,56.0,7.29,4.53,12702.0
16109,0.49,4,2,2,62.3,57.0,5.05,3.15,985.0
16110,0.71,0,1,5,65.4,58.0,5.65,3.58,2511.0
16111,2.06,3,4,3,62.6,58.0,8.06,5.04,12677.0
16112,1.0,2,1,5,62.8,57.0,6.37,3.99,6720.0
16113,0.3,2,4,2,61.8,56.0,4.34,2.69,477.0
16114,0.31,2,1,1,61.9,56.0,4.37,2.7,1133.0
16115,1.29,4,3,0,63.2,55.0,6.96,4.39,4045.0
16116,0.81,2,2,5,61.7,57.0,5.97,3.7,3756.0
16117,0.46,4,1,5,61.5,58.0,5.0,2.99,1345.0
16118,0.71,2,2,0,60.1,57.0,5.79,3.47,1761.0
16119,1.0,1,2,3,63.6,62.0,6.25,3.96,3265.0
16120,0.31,3,0,2,61.0,58.0,4.33,2.67,571.0
16121,0.7,2,2,2,59.9,57.0,5.74,3.46,2264.0
16122,1.52,3,3,4,62.4,58.0,7.37,4.58,13034.0
16123,0.53,3,1,2,61.0,59.0,5.25,3.19,1273.0
16124,1.01,1,1,3,63.3,58.0,6.3,4.01,4168.0
16125,1.06,4,3,4,61.7,57.0,6.52,4.04,7132.0
16126,0.5,2,1,5,62.4,57.0,5.12,3.19,1746.0
16127,0.53,2,1,6,61.3,55.0,5.22,3.22,1917.0
16128,0.43,3,4,3,62.8,58.0,4.85,3.04,839.0
16129,1.08,3,2,5,62.8,59.0,6.55,4.09,7079.0
16130,0.71,4,1,5,62.9,56.0,5.76,3.61,2613.0
16131,2.03,4,6,3,61.7,61.0,8.04,5.0,11968.0
16132,1.23,3,3,4,59.8,57.0,6.99,4.17,9574.0
16133,1.53,4,3,4,61.9,57.0,7.39,4.55,16219.0
16134,0.71,3,2,5,62.9,59.0,5.71,3.55,2686.0
16135,1.01,1,1,3,61.4,64.0,6.29,3.9,4285.0
16136,1.01,4,4,2,62.7,58.0,6.41,3.99,4743.0
16137,0.95,2,3,1,59.8,59.0,6.36,3.73,6951.0
16138,0.52,2,1,5,62.1,57.0,5.22,3.23,1617.0
16139,1.4,2,3,5,61.7,56.0,7.2,4.46,10311.0
16140,0.9,0,2,3,64.6,59.0,5.96,3.89,3847.0
16141,0.31,2,3,1,61.0,56.0,4.38,2.67,891.0
16142,0.51,4,0,2,59.8,63.0,5.13,3.08,1437.0
16143,1.73,3,3,7,59.8,59.0,7.7,4.62,18718.0
16144,1.07,3,2,3,60.7,56.9,6.62,4.02,5027.0
16145,1.08,4,2,3,63.3,59.0,6.48,4.09,4167.0
16146,1.5,1,5,1,60.5,60.0,7.26,4.41,8780.0
16147,0.4,2,1,4,61.3,56.0,4.76,2.93,1252.0
16148,0.4,3,3,4,60.7,58.0,4.78,2.91,877.0
16149,0.3,2,0,2,62.0,56.0,4.31,2.68,552.0
16150,1.1,3,0,3,62.4,58.0,6.57,4.11,4640.0
16151,1.22,3,3,5,62.0,58.0,6.86,4.26,8576.0
16152,0.74,4,2,2,61.5,58.0,5.82,3.59,2583.0
16153,2.02,4,6,3,63.0,56.0,8.05,5.04,11757.0
16154,0.33,3,4,4,61.9,58.0,4.43,2.75,579.0
16155,2.03,3,4,3,58.1,59.0,8.36,4.86,10879.0
16156,0.76,3,2,2,62.5,59.0,5.79,3.61,2443.0
16157,0.52,4,1,2,61.8,56.0,5.09,3.19,1561.0
16158,1.2,4,0,5,63.5,58.0,6.82,4.25,10706.0
16159,0.66,4,2,3,61.6,54.0,5.62,3.47,1311.0
16160,0.43,0,2,5,62.7,57.0,4.86,2.98,905.0
16161,0.45,2,1,4,62.5,60.0,4.98,2.96,1055.0
16162,0.3,3,4,2,62.9,58.0,4.24,2.71,540.0
16163,0.43,2,3,0,61.2,57.0,4.88,2.97,1235.0
16164,1.5,1,4,5,63.9,59.0,7.25,4.61,8165.0
16165,0.51,2,1,2,59.6,57.0,5.19,3.11,1438.0
16166,0.31,4,4,5,63.1,59.0,4.32,2.71,628.0
16167,0.34,2,3,5,61.4,55.0,4.47,2.77,765.0
16168,0.3,2,4,1,61.2,55.0,4.36,2.64,764.0
16169,0.9,4,0,3,62.9,56.0,6.09,3.86,4078.0
16170,0.45,2,2,5,62.8,55.0,4.94,3.06,945.0
16171,1.64,3,3,5,61.5,56.0,7.59,4.68,15458.0
16172,1.01,3,2,5,62.7,58.0,6.37,3.97,6271.0
16173,2.01,3,6,5,60.4,61.0,8.15,4.91,13744.0
16174,1.01,2,3,5,61.9,55.0,6.49,4.01,6108.0
16175,0.5,4,3,7,62.1,61.0,5.07,3.16,1715.0
16176,0.53,2,1,5,61.5,56.0,5.24,3.2,1801.0
16177,0.32,2,0,5,61.4,56.0,4.38,2.7,720.0
16178,0.39,4,2,1,63.3,54.0,4.67,2.91,1400.0
16179,1.02,4,2,2,63.3,58.0,6.39,4.03,5038.0
16180,0.55,1,0,1,58.0,62.0,5.31,3.12,3509.0
16181,1.25,4,3,5,62.2,57.0,6.84,4.27,8941.0
16182,1.62,2,5,4,60.8,56.0,7.56,4.6,11152.0
16183,0.5,0,2,0,67.1,57.0,4.92,3.28,627.0
16184,0.71,1,2,2,58.2,61.0,5.85,3.44,2573.0
16185,0.32,2,3,4,60.5,56.0,4.42,2.68,645.0
16186,1.51,2,2,2,60.7,59.0,7.42,4.51,11302.0
16187,2.53,3,4,2,60.4,59.0,8.83,5.45,18254.0
16188,0.9,1,2,3,65.9,60.0,6.05,3.95,3465.0
16189,0.56,2,2,4,61.7,54.0,5.32,3.27,2016.0
16190,1.02,1,2,5,63.9,59.0,6.38,4.07,6662.0
16191,1.7,2,5,2,61.8,55.0,7.62,4.69,10520.0
16192,0.76,3,2,1,60.6,60.0,5.89,3.56,4150.0
16193,2.01,3,3,3,60.8,61.0,8.14,4.93,12260.0
16194,0.33,2,2,1,61.2,56.0,4.48,2.75,957.0
16195,1.5,4,0,3,58.7,57.0,7.42,4.37,9009.0
16196,0.25,1,1,6,61.4,62.0,4.03,2.48,498.0
16197,0.57,2,1,5,60.8,56.0,5.4,3.27,1819.0
16198,0.9,4,6,3,63.0,57.0,6.27,3.8,3519.0
16199,0.36,4,1,5,63.1,56.0,4.52,2.85,631.0
16200,0.41,3,4,2,62.0,59.0,4.8,2.97,876.0
16201,0.5,3,2,2,59.6,61.0,5.14,3.06,1125.0
16202,0.58,2,1,2,61.6,55.0,5.33,3.3,1636.0
16203,0.38,2,0,5,61.5,56.0,4.66,2.88,954.0
16204,0.7,4,2,7,61.6,63.0,5.65,3.49,3275.0
16205,0.4,2,3,7,61.1,57.0,4.72,2.9,915.0
16206,0.3,1,1,7,61.1,61.0,4.32,2.65,622.0
16207,0.91,0,0,5,64.5,55.0,6.24,3.97,4765.0
16208,1.22,3,6,3,62.6,59.0,4.96,3.76,3156.0
16209,0.4,3,2,4,58.9,60.0,4.81,2.79,1050.0
16210,1.26,3,1,3,62.9,59.0,6.85,4.3,6085.0
16211,2.04,3,4,3,62.8,58.0,8.11,5.08,14184.0
16212,0.7,1,1,3,61.7,59.0,5.62,3.48,2459.0
16213,0.32,2,1,6,61.6,56.0,4.37,2.7,827.0
16214,1.76,4,5,2,62.6,58.0,7.7,4.81,12199.0
16215,0.4,2,4,2,62.6,52.0,4.73,2.97,705.0
16216,1.02,3,4,2,58.4,59.0,6.65,3.86,4989.0
16217,1.01,3,4,5,62.6,59.0,6.33,3.98,5050.0
16218,0.37,3,3,5,61.3,60.0,4.6,2.83,649.0
16219,0.35,2,3,4,61.9,55.0,4.53,2.8,906.0
16220,0.3,3,3,6,61.7,58.0,4.33,2.64,1013.0
16221,0.72,2,6,7,61.5,55.0,5.74,3.54,2150.0
16222,2.5,4,6,2,62.8,57.0,8.58,5.41,17028.0
16223,0.54,2,1,3,60.4,57.0,5.27,3.2,1266.0
16224,0.53,4,2,5,63.2,57.0,5.13,3.25,1578.0
16225,1.51,1,2,3,63.6,58.0,7.18,4.56,14654.0
16226,1.52,1,2,4,63.4,60.0,7.25,4.61,16519.0
16227,0.7,3,3,4,62.6,60.0,5.58,3.52,2512.0
16228,0.31,2,0,5,62.4,56.0,4.34,2.7,802.0
16229,0.43,3,3,5,61.1,59.0,4.83,2.96,867.0
16230,0.3,3,6,3,59.3,61.0,4.43,2.61,405.0
16231,1.08,3,3,3,62.2,58.0,6.56,4.09,4627.0
16232,1.51,3,4,5,62.9,59.0,7.31,4.58,11268.0
16233,0.4,2,5,6,61.4,54.0,4.72,2.93,790.0
16234,0.33,3,3,6,61.2,60.0,4.44,2.71,1114.0
16235,0.25,3,2,7,62.0,59.0,4.04,2.49,740.0
16236,0.84,4,3,3,62.8,57.0,6.0,3.78,3015.0
16237,1.22,4,3,3,63.2,58.0,6.82,4.29,6409.0
16238,0.76,2,6,2,61.9,53.0,5.85,3.64,1859.0
16239,1.36,4,0,6,59.5,61.0,7.21,4.3,9874.0
16240,0.61,1,1,0,63.4,57.1,5.37,3.42,1416.0
16241,1.04,4,6,3,63.2,58.6,6.35,4.05,3924.0
16242,0.84,2,5,5,61.7,55.0,6.07,3.76,3475.0
16243,0.57,3,2,4,61.3,58.0,5.38,3.26,1915.0
16244,0.5,4,3,7,60.7,57.0,5.1,3.11,1838.0
16245,0.94,3,4,5,60.1,58.0,6.35,3.81,4548.0
16246,1.51,2,2,3,62.7,61.0,7.39,4.61,9471.0
16247,2.18,4,3,3,61.0,60.0,8.35,5.07,17475.0
16248,0.43,3,1,4,62.3,59.0,4.78,2.99,1131.0
16249,0.9,3,1,4,59.4,59.0,6.31,3.74,5438.0
16250,1.26,3,4,3,60.7,59.0,7.06,4.27,4368.0
16251,0.32,3,4,1,59.4,60.0,4.47,2.65,509.0
16252,0.7,0,1,3,70.6,56.0,5.45,3.81,1828.0
16253,0.9,2,2,2,62.2,55.0,6.16,3.85,4390.0
16254,0.4,2,0,4,62.9,56.0,4.71,2.95,1200.0
16255,1.02,4,0,3,60.9,61.0,6.47,3.96,4904.0
16256,0.31,1,6,2,63.5,55.0,4.3,2.74,363.0
16257,1.08,2,5,5,61.6,56.0,6.63,4.07,5000.0
16258,0.31,1,0,5,63.4,56.0,4.29,2.73,625.0
16259,1.04,2,3,4,61.2,58.0,6.5,3.99,7375.0
16260,0.51,4,1,2,59.4,59.0,5.18,3.11,1420.0
16261,2.31,3,6,2,61.1,60.0,8.58,5.22,15323.0
16262,1.75,3,6,4,60.6,60.0,7.8,4.74,12416.0
16263,0.53,3,1,2,61.2,54.0,5.21,3.2,1303.0
16264,0.3,1,3,6,63.1,56.0,4.25,2.69,789.0
16265,1.5,4,6,7,63.3,56.0,7.18,4.58,8391.0
16266,0.36,1,0,2,63.1,55.0,4.63,2.88,663.0
16267,2.32,2,5,3,62.0,57.0,8.45,5.25,17516.0
16268,1.01,0,5,4,64.9,56.0,6.17,4.07,3801.0
16269,1.56,2,3,4,61.3,57.0,7.48,4.57,16052.0
16270,2.14,2,1,3,62.7,55.0,8.26,5.16,13065.0
16271,0.44,2,0,2,61.6,56.0,4.9,3.03,838.0
16272,0.24,4,1,7,63.3,54.0,3.96,2.53,485.0
16273,0.72,3,6,4,63.0,56.0,5.72,3.59,1875.0
16274,0.41,2,0,7,62.4,54.0,4.79,2.98,1076.0
16275,0.88,1,2,2,56.6,65.0,6.39,3.6,2882.0
16276,0.43,3,3,5,59.1,60.0,4.93,2.9,1113.0
16277,0.71,4,4,6,62.9,57.0,5.67,3.57,2867.0
16278,0.52,3,1,5,60.3,58.0,5.2,3.15,1369.0
16279,1.04,2,3,5,61.4,57.0,6.53,4.0,6290.0
16280,1.5,2,4,4,62.3,54.7,7.29,4.55,11296.0
16281,0.32,2,0,3,61.7,55.0,4.4,2.71,612.0
16282,0.72,2,2,2,62.4,57.0,5.71,3.57,2514.0
16283,0.3,1,1,2,63.8,55.0,4.25,2.72,526.0
16284,1.03,2,3,2,60.5,55.0,6.59,3.97,5445.0
16285,0.4,2,1,7,61.8,55.0,4.78,2.94,1238.0
16286,0.45,4,2,3,61.5,61.0,4.9,3.03,729.0
16287,1.01,4,6,2,62.8,57.0,6.37,4.01,3998.0
16288,0.31,4,3,5,61.4,55.0,4.38,2.69,559.0
16289,0.55,1,2,3,63.1,57.0,5.27,3.29,1263.0
16290,0.51,1,2,2,63.8,56.0,5.04,3.23,1220.0
16291,0.42,4,1,2,61.3,61.0,4.85,2.92,743.0
16292,0.54,2,3,5,61.9,55.0,5.23,3.22,1637.0
16293,1.22,3,0,5,59.4,59.0,6.99,4.15,9756.0
16294,2.0,3,6,4,63.0,58.0,8.04,5.05,12606.0
16295,1.83,3,5,2,60.4,59.0,7.89,4.75,10162.0
16296,1.52,2,6,2,61.9,57.0,7.37,4.57,8131.0
16297,0.71,2,2,4,61.6,56.0,5.74,3.54,3516.0
16298,1.26,3,5,2,61.9,58.0,6.97,4.32,6318.0
16299,2.01,0,3,3,65.9,57.0,7.96,5.15,10887.0
16300,0.32,2,6,1,62.0,54.0,4.39,2.74,883.0
16301,1.03,4,4,2,60.8,60.0,6.47,3.94,6264.0
16302,0.41,2,1,4,61.7,55.0,4.75,2.94,1079.0
16303,1.13,2,0,2,61.8,56.0,6.74,4.15,6288.0
16304,0.52,4,3,5,60.2,60.0,5.23,3.16,1446.0
16305,0.55,1,6,4,62.5,61.0,5.09,3.3,969.0
16306,0.58,2,2,5,62.0,57.0,5.32,3.31,1637.0
16307,0.91,2,0,2,61.9,55.0,6.21,3.85,5458.0
16308,1.29,3,5,2,62.6,58.0,7.07,4.34,6140.0
16309,0.33,3,4,5,61.3,60.0,4.44,2.76,521.0
16310,0.42,4,0,5,62.4,55.0,4.82,3.0,1103.0
16311,0.84,2,2,5,62.0,55.0,6.07,3.77,3936.0
16312,0.23,2,4,6,60.8,57.0,3.96,2.41,536.0
16313,0.72,2,0,4,61.3,56.0,5.75,3.54,3478.0
16314,0.42,4,1,2,63.4,56.0,4.82,3.03,992.0
16315,0.35,2,2,5,60.5,57.0,4.6,2.76,906.0
16316,1.06,3,2,3,62.6,59.0,6.47,4.06,3831.0
16317,1.2,4,3,5,62.4,59.0,6.68,4.19,7273.0
16318,2.11,3,6,3,61.0,59.0,8.29,5.03,12554.0
16319,0.7,1,3,4,64.3,57.0,5.59,3.61,2625.0
16320,0.31,4,3,4,62.2,56.0,4.29,2.71,802.0
16321,0.51,2,1,2,62.1,55.0,5.09,3.18,1438.0
16322,0.91,4,0,3,59.3,60.0,6.32,3.74,3891.0
16323,0.58,4,1,2,61.5,58.0,5.31,3.28,1424.0
16324,0.31,2,1,7,61.7,56.0,4.38,2.71,853.0
16325,0.32,2,3,4,61.4,55.0,4.37,2.73,645.0
16326,0.41,2,2,5,61.8,57.0,4.73,2.94,863.0
16327,0.52,2,2,2,62.0,53.0,5.16,3.21,1223.0
16328,1.01,1,0,5,60.1,64.0,6.36,3.89,5986.0
16329,1.06,4,1,1,62.4,55.0,6.5,4.07,12642.0
16330,1.3,0,2,2,65.3,57.1,6.73,4.45,5488.0
16331,1.36,2,4,2,62.4,56.0,7.12,4.39,6754.0
16332,0.32,3,3,3,60.7,61.0,4.42,2.7,388.0
16333,0.77,4,5,5,63.4,58.0,5.81,3.66,2262.0
16334,0.41,2,2,5,62.7,56.0,4.72,2.98,863.0
16335,0.41,2,1,7,61.0,56.0,4.82,2.93,1243.0
16336,0.56,2,0,5,61.6,56.0,5.31,3.26,2066.0
16337,0.3,2,3,7,61.1,55.0,4.36,2.65,776.0
16338,0.78,2,1,5,61.7,55.0,5.99,3.68,3601.0
16339,0.5,4,3,2,62.8,61.0,4.99,3.14,1197.0
16340,1.01,1,4,2,60.3,64.0,6.49,3.92,4242.0
16341,1.29,2,0,4,62.3,54.0,7.0,4.35,10923.0
16342,0.9,1,6,3,63.9,56.0,6.1,3.92,2693.0
16343,1.09,2,4,4,61.3,54.0,6.66,4.09,6643.0
16344,0.41,4,2,2,62.6,55.0,4.74,2.98,755.0
16345,0.34,3,5,2,61.3,61.0,4.49,2.74,483.0
16346,1.03,2,5,3,62.2,57.0,6.46,4.03,3925.0
16347,0.5,3,1,5,61.4,58.0,5.1,3.12,1629.0
16348,0.31,2,3,4,61.3,56.0,4.33,2.68,802.0
16349,0.3,4,3,3,58.1,61.0,4.41,2.58,394.0
16350,0.56,2,0,2,61.9,55.0,5.31,3.28,1803.0
16351,0.64,2,3,7,61.8,56.0,5.53,3.43,2587.0
16352,0.7,1,0,3,58.1,65.0,5.79,3.38,2753.0
16353,0.55,2,5,2,61.3,55.0,5.3,3.26,1134.0
16354,0.3,3,1,5,62.0,59.0,4.27,2.66,658.0
16355,2.11,4,3,0,63.2,57.0,8.13,5.12,7834.0
16356,0.73,2,3,2,61.4,58.0,5.81,3.55,2630.0
16357,1.21,2,5,4,61.5,58.0,6.84,4.22,6691.0
16358,1.02,4,2,3,63.0,58.0,6.38,4.04,4162.0
16359,0.26,4,1,5,59.2,58.0,4.18,2.48,453.0
16360,1.5,3,5,2,62.3,59.0,7.28,4.52,7955.0
16361,0.58,2,0,7,61.6,56.0,5.35,3.35,2421.0
16362,1.01,1,0,3,62.9,60.0,6.35,4.03,4760.0
16363,1.01,4,6,2,62.9,56.0,6.35,4.01,3749.0
16364,1.33,4,4,3,61.6,57.0,6.99,4.4,5586.0
16365,0.42,3,3,5,59.5,59.0,4.89,2.89,1087.0
16366,1.38,2,5,3,61.8,57.0,7.14,4.4,5796.0
16367,0.3,3,2,2,62.3,58.0,4.27,2.67,461.0
16368,0.9,4,5,2,61.0,58.0,6.19,3.79,3407.0
16369,1.5,3,2,5,61.3,58.0,7.36,4.5,13506.0
16370,0.7,1,2,4,59.1,62.0,5.82,3.44,2877.0
16371,1.01,1,0,3,64.0,59.0,6.28,4.04,3932.0
16372,0.39,4,2,5,61.6,59.0,4.69,2.92,831.0
16373,0.79,3,4,4,61.8,59.0,5.97,3.67,2275.0
16374,1.01,2,0,5,62.2,54.0,6.42,3.99,6257.0
16375,0.33,3,4,4,60.0,61.0,4.52,2.7,743.0
16376,0.4,3,3,6,60.6,58.0,4.69,2.91,1008.0
16377,1.53,2,4,4,61.2,56.0,7.46,4.56,9562.0
16378,0.7,4,1,2,61.0,57.0,5.68,3.48,2753.0
16379,0.3,2,1,5,62.3,56.0,4.27,2.67,603.0
16380,1.02,3,4,3,59.8,59.0,6.5,3.9,4207.0
16381,1.2,1,0,0,63.6,60.0,6.72,4.26,4346.0
16382,0.3,3,4,6,60.7,58.0,4.38,2.65,796.0
16383,0.4,4,5,6,60.8,58.0,4.75,2.91,849.0
16384,0.76,2,0,2,62.3,55.0,5.81,3.63,3732.0
16385,1.06,4,2,3,62.6,60.0,6.54,4.06,4634.0
16386,0.9,3,0,2,61.4,62.0,6.19,3.86,4407.0
16387,1.52,1,4,2,63.6,57.0,7.25,4.63,9898.0
16388,1.0,0,3,2,65.9,54.0,6.24,4.1,4704.0
16389,1.8,2,4,2,62.2,57.0,7.79,4.81,12231.0
16390,0.43,3,3,5,61.3,58.0,4.83,2.97,867.0
16391,0.7,0,1,3,65.5,61.0,5.55,3.6,1806.0
16392,0.32,2,6,1,62.2,55.0,4.38,2.71,684.0
16393,0.72,3,2,4,62.2,58.0,5.75,3.56,2829.0
16394,1.05,2,2,7,62.1,56.0,6.54,4.06,10874.0
16395,1.16,0,3,3,64.7,55.0,6.81,4.18,5242.0
16396,0.32,2,0,7,61.7,57.0,4.38,2.72,834.0
16397,0.42,2,3,4,60.6,57.0,4.95,2.96,984.0
16398,0.63,2,3,5,61.6,55.0,5.5,3.43,1821.0
16399,0.3,1,4,2,63.4,58.0,4.26,2.71,421.0
16400,1.86,3,4,3,62.3,58.0,7.85,4.88,11520.0
16401,0.73,2,2,6,62.7,56.0,5.76,3.6,3900.0
16402,0.37,3,0,2,61.9,58.0,4.62,2.87,1056.0
16403,0.62,3,0,5,61.1,59.0,5.56,3.38,1841.0
16404,0.71,0,1,3,64.8,63.0,5.63,3.6,2002.0
16405,1.02,2,3,5,62.5,58.0,6.36,4.0,6410.0
16406,2.02,2,4,2,62.5,54.0,8.07,5.05,17245.0
16407,1.54,3,2,7,62.2,59.0,7.41,4.6,15983.0
16408,0.3,2,4,5,62.2,55.0,4.33,2.7,684.0
16409,0.8,2,5,5,62.4,58.0,5.91,3.7,3357.0
16410,0.3,3,4,7,61.5,59.0,4.3,2.64,776.0
16411,0.53,2,3,7,61.4,57.0,5.19,3.21,1948.0
16412,2.01,4,5,2,62.4,58.0,8.06,5.01,17570.0
16413,0.72,4,3,4,63.1,56.0,5.7,3.58,3048.0
16414,0.7,4,2,5,61.7,56.0,5.63,3.52,2473.0
16415,0.52,2,3,2,62.2,54.0,5.15,3.22,1319.0
16416,0.32,2,5,5,62.2,57.0,4.39,2.74,449.0
16417,0.33,2,1,7,61.5,56.0,4.49,2.73,898.0
16418,0.32,2,3,4,62.3,55.0,4.4,2.73,828.0
16419,0.43,2,2,5,61.1,56.0,4.91,2.99,968.0
16420,0.7,4,2,7,63.1,57.0,5.59,3.55,2940.0
16421,1.7,3,5,3,59.4,59.0,7.83,4.63,7250.0
16422,0.38,2,4,7,62.1,56.0,4.64,2.89,1031.0
16423,1.46,3,3,4,62.3,59.0,7.2,4.5,12151.0
16424,2.01,1,5,5,63.8,59.0,7.89,5.02,17422.0
16425,0.31,2,2,1,61.3,55.0,4.38,2.7,914.0
16426,0.3,3,4,6,62.5,59.0,4.29,2.67,878.0
16427,0.42,2,3,5,62.0,57.0,4.83,2.98,1048.0
16428,2.01,3,3,5,61.3,59.0,8.16,4.93,17057.0
16429,1.07,4,3,5,60.5,56.0,6.64,3.98,6355.0
16430,0.36,4,3,2,61.8,60.0,4.53,2.81,748.0
16431,1.1,1,0,3,57.0,61.2,6.91,3.92,4361.0
16432,0.4,3,3,1,62.7,60.0,4.7,2.93,1063.0
16433,0.3,2,3,1,62.8,57.0,4.32,2.7,956.0
16434,1.0,1,0,5,62.1,64.0,6.38,3.95,5174.0
16435,1.09,2,3,2,62.4,56.0,6.57,4.11,5496.0
16436,1.01,2,0,2,62.0,55.0,6.39,3.98,5702.0
16437,0.94,3,2,3,62.3,59.0,6.23,3.87,3150.0
16438,0.56,2,0,5,60.9,56.0,5.32,3.25,1715.0
